,image_id,healthy,multiple_diseases,rust,scab
428,Test_428,0.8369215,0.08786567,0.00078702136,0.07442582
429,Test_429,0.00026734394,0.10881662,0.8907434,0.00017270802
430,Test_430,6.868936e-05,0.0007225786,0.9992053,3.4303143e-06
431,Test_431,0.92069966,0.060665067,0.00016551286,0.018469699
432,Test_432,0.011969338,0.23357636,0.0021133807,0.752341
433,Test_433,0.0025729435,0.066488266,0.00047493423,0.93046385
434,Test_434,0.006737998,0.186866,0.0013116469,0.8050843
435,Test_435,0.099451125,0.17823845,0.002342775,0.7199676
436,Test_436,0.029816544,0.109380804,0.0016092837,0.8591933
437,Test_437,0.008072151,0.37230155,0.6172941,0.002332285
438,Test_438,0.00014772914,9.6641736e-05,0.9997533,2.3943498e-06
439,Test_439,0.026372243,0.36425826,0.6034992,0.0058703544
440,Test_440,0.00011001038,0.12080886,0.87898684,9.430726e-05
441,Test_441,0.9147927,0.066554494,0.0002215324,0.01843118
442,Test_442,0.0010424566,0.028795917,0.9700687,9.299638e-05
443,Test_443,0.88652956,0.09143313,0.0018934465,0.020143759
444,Test_444,0.9074186,0.064235725,0.00026175744,0.028083775
445,Test_445,0.0022446625,0.12942152,0.868004,0.0003297518
446,Test_446,0.010768656,0.39579633,0.59086514,0.0025698498
447,Test_447,0.00022575981,0.041346677,0.9559538,0.0024738426
448,Test_448,0.00030310656,0.020359311,0.97820455,0.0011329761
449,Test_449,0.7179935,0.23521672,0.007373011,0.039416783
450,Test_450,0.005618305,0.33365923,0.6592484,0.0014740307
451,Test_451,0.00060086977,0.0025169658,0.9968227,5.9426402e-05
452,Test_452,0.08475884,0.6030423,0.29528108,0.016917739
453,Test_453,0.003823098,0.09883525,0.00067539443,0.89666617
454,Test_454,0.00078790635,0.31475088,0.68398833,0.00047291289
455,Test_455,0.0068037556,0.11951065,0.00086417556,0.8728214
456,Test_456,0.0028414673,0.1287861,0.86754584,0.00082662
457,Test_457,0.0057853004,0.13390832,0.0011132561,0.8591931
458,Test_458,0.8194883,0.08547594,0.0011014978,0.093934275
459,Test_459,0.0009055838,0.052732147,0.9460955,0.00026673445
460,Test_460,0.9157241,0.0656492,0.0002790326,0.018347688
461,Test_461,0.43462354,0.19671655,0.0022587732,0.3664011
462,Test_462,0.017285686,0.4735047,0.50486463,0.004344979
463,Test_463,0.020412795,0.6935536,0.27381325,0.012220381
464,Test_464,0.8721565,0.076144144,0.00015157374,0.051547777
465,Test_465,0.00028933692,0.0016358889,0.99806005,1.4706018e-05
466,Test_466,0.0375313,0.4832369,0.4697794,0.009452367
467,Test_467,0.24408056,0.5375615,0.007122544,0.21123542
468,Test_468,0.6311877,0.31049412,0.009600613,0.048717547
469,Test_469,0.086170346,0.59973204,0.29831952,0.015778074
470,Test_470,0.89167225,0.07817203,0.0003290811,0.029826658
471,Test_471,0.150941,0.65170586,0.17353052,0.02382259
472,Test_472,0.9001619,0.062342923,0.00015536144,0.037339732
473,Test_473,0.021555247,0.69255805,0.2780043,0.007882442
474,Test_474,0.00013807934,0.24779601,0.7519024,0.00016349125
475,Test_475,0.018916944,0.35690072,0.0024357617,0.6217466
476,Test_476,0.016731368,0.08956522,0.00096620055,0.8927372
477,Test_477,0.0017462592,0.07470927,0.0004426896,0.9231018
478,Test_478,0.0021562234,0.10646832,0.0006058993,0.8907695
479,Test_479,0.8915849,0.07074597,0.0002676784,0.03740149
480,Test_480,0.0009046881,0.009428919,0.9895672,9.9185454e-05
481,Test_481,0.043659426,0.26457345,0.004113249,0.6876539
482,Test_482,0.058992464,0.16687465,0.0022765328,0.77185625
483,Test_483,0.006212872,0.28288138,0.7089256,0.0019801327
484,Test_484,0.9197404,0.06671472,0.00024841988,0.013296528
485,Test_485,0.91764486,0.06733526,0.00035092613,0.01466904
486,Test_486,0.0032631035,0.06978984,0.00043747245,0.9265095
487,Test_487,0.8574152,0.116778016,0.0021860404,0.023620727
488,Test_488,0.0012165452,0.13806285,0.8604049,0.00031569516
489,Test_489,0.00011181892,0.0027088067,0.9970168,0.0001626391
490,Test_490,0.009927041,0.4874352,0.4996874,0.002950317
491,Test_491,0.0024888085,0.024235383,0.9726528,0.00062298495
492,Test_492,0.8969121,0.06732676,0.0004255418,0.035335623
493,Test_493,0.028066197,0.4320188,0.007668783,0.53224623
494,Test_494,0.0005871985,0.025075126,0.9713112,0.0030264691
495,Test_495,0.0033794814,0.101794995,0.00079056725,0.8940349
496,Test_496,0.90017,0.061138716,0.00012639996,0.038564887
497,Test_497,0.8836039,0.09117735,0.0020012353,0.0232176
498,Test_498,0.91558486,0.06822749,0.00017116602,0.016016368
499,Test_499,0.0019479111,0.06875611,0.9289938,0.00030210832
500,Test_500,0.02200192,0.4179105,0.5553347,0.0047528725
501,Test_501,0.90786815,0.06036262,0.00014425283,0.03162504
502,Test_502,0.90226,0.08186226,0.0011441797,0.014733647
503,Test_503,0.024735207,0.5335852,0.4366116,0.0050680023
504,Test_504,0.8650901,0.092244655,0.0009394669,0.04172583
505,Test_505,0.0049417806,0.14181751,0.0010887237,0.852152
506,Test_506,0.0011721199,0.06202759,0.93555355,0.0012467427
507,Test_507,0.0021275305,0.32692766,0.6700152,0.0009295304
508,Test_508,0.00017812675,0.00268809,0.9971264,7.410645e-06
509,Test_509,0.0044901394,0.41398737,0.5800015,0.0015210231
510,Test_510,0.003724333,0.27561545,0.7194041,0.0012560883
511,Test_511,0.0023603102,0.15160516,0.0009566114,0.8450779
512,Test_512,0.908008,0.058453113,0.00016237673,0.033376534
513,Test_513,0.021777421,0.08278948,0.0009263382,0.8945068
514,Test_514,0.89930856,0.0731206,0.0002690619,0.027301794
515,Test_515,6.985127e-05,8.524318e-06,0.99992085,6.588224e-07
516,Test_516,0.00014917587,0.13950053,0.8600618,0.00028843494
517,Test_517,0.0048952657,0.23142333,0.0016752722,0.76200616
518,Test_518,0.006521314,0.50783974,0.48359382,0.0020451064
519,Test_519,0.098205365,0.17841585,0.0076249987,0.71575373
520,Test_520,0.006676961,0.40421635,0.5870809,0.002025789
521,Test_521,0.8959731,0.08307537,0.0002830731,0.02066849
522,Test_522,0.002383536,0.16922493,0.8279412,0.0004503282
523,Test_523,0.0021687383,0.44401667,0.55280524,0.001009368
524,Test_524,3.6248977e-08,1.7937676e-07,0.99999976,3.5147333e-11
525,Test_525,0.0011033927,0.00045999722,0.99838555,5.1079267e-05
526,Test_526,0.0005597134,0.0047824425,0.9946234,3.4460565e-05
527,Test_527,0.0042025996,0.47095627,0.52335256,0.0014885874
528,Test_528,0.003412677,0.20382991,0.7919901,0.00076727575
529,Test_529,0.9176086,0.0606986,0.00022988471,0.021462977
530,Test_530,0.9169516,0.06481606,0.00029591145,0.01793638
531,Test_531,0.0026441934,0.20877351,0.7880099,0.0005724015
532,Test_532,0.0622968,0.47977325,0.44673276,0.011197189
533,Test_533,0.68891364,0.26040187,0.020949194,0.02973522
534,Test_534,0.002741792,0.11097924,0.0007579866,0.88552105
535,Test_535,8.695338e-05,0.0018305586,0.99807954,2.9911741e-06
536,Test_536,0.0034103338,0.273865,0.7216167,0.001107853
537,Test_537,0.00014048687,0.10874496,0.8910613,5.3178523e-05
538,Test_538,0.0021527305,0.120290644,0.0007024991,0.8768541
539,Test_539,0.016939975,0.47499603,0.50273186,0.0053321603
540,Test_540,0.00089311396,0.020522246,0.9784535,0.00013104595
541,Test_541,0.9211511,0.060566846,0.00035300988,0.017929032
542,Test_542,0.8966466,0.06347817,0.00017010915,0.03970506
543,Test_543,0.003593193,0.191904,0.80379736,0.0007054748
544,Test_544,0.013068394,0.41342655,0.57079995,0.0027051074
545,Test_545,0.00545416,0.29688492,0.69592655,0.0017343618
546,Test_546,0.024317259,0.766709,0.005819549,0.20315407
547,Test_547,3.845135e-07,0.0041507334,0.995846,2.9168245e-06
548,Test_548,0.0005523004,0.3868697,0.61204207,0.00053587585
549,Test_549,0.027422195,0.29091135,0.003032058,0.6786344
550,Test_550,0.014229136,0.07651376,0.00080529315,0.90845186
551,Test_551,0.9140735,0.06407654,0.00025598225,0.021593988
552,Test_552,0.011568738,0.5286105,0.4568366,0.0029841051
553,Test_553,0.011536134,0.08943094,0.00081457675,0.8982184
554,Test_554,0.006859451,0.2236514,0.0019597707,0.76752937
555,Test_555,0.86670196,0.10082762,0.0004142697,0.032056157
556,Test_556,0.9183291,0.05760116,0.000119213044,0.023950428
557,Test_557,0.017059034,0.46538827,0.51327634,0.0042763688
558,Test_558,0.0064977324,0.3166642,0.6737463,0.0030917753
559,Test_559,0.45960104,0.45043185,0.06836927,0.021597845
560,Test_560,0.0005521921,0.26163727,0.73745465,0.00035590763
561,Test_561,0.0048513403,0.23892765,0.755218,0.0010028809
562,Test_562,0.010896809,0.5123395,0.4735022,0.0032615599
563,Test_563,0.01055604,0.5002715,0.48533782,0.0038346392
564,Test_564,0.007979544,0.45469913,0.5348275,0.0024938502
565,Test_565,2.0369413e-05,0.00016958857,0.9996276,0.00018239734
566,Test_566,0.004057122,0.31551495,0.6788385,0.0015894223
567,Test_567,0.0029494443,0.12722164,0.0008514237,0.8689775
568,Test_568,0.009813731,0.2075803,0.78040576,0.0022001744
569,Test_569,0.02797725,0.30733892,0.65927154,0.0054122675
570,Test_570,0.84132844,0.12882334,0.002954342,0.026893854
571,Test_571,0.005985132,0.29606372,0.6950043,0.0029468746
572,Test_572,0.7704404,0.13369675,0.001038057,0.09482486
573,Test_573,0.9118401,0.06758656,0.0006683425,0.019904967
574,Test_574,0.9153679,0.062458187,0.0002022255,0.021971647
575,Test_575,0.90390813,0.06782353,0.00032930123,0.027939014
576,Test_576,0.8934969,0.08189135,0.0016537055,0.022958083
577,Test_577,0.01257388,0.16392715,0.0009753174,0.82252365
578,Test_578,0.049424175,0.7782941,0.15737326,0.014908453
579,Test_579,0.9196825,0.059135947,0.00026806496,0.020913517
580,Test_580,0.0007725272,0.014635622,0.98450226,8.9541514e-05
581,Test_581,0.90311724,0.06749777,0.00032811475,0.029056925
582,Test_582,0.0038315982,0.19170672,0.8037248,0.000736929
583,Test_583,0.88915676,0.0642366,0.00017242276,0.046434194
584,Test_584,0.0058076847,0.41592634,0.5765589,0.0017070652
585,Test_585,0.0003989077,0.011429934,0.9880838,8.742973e-05
586,Test_586,0.903501,0.06391166,0.00041751843,0.032169774
587,Test_587,0.029396722,0.37598214,0.58799714,0.00662402
588,Test_588,0.0037578184,0.46483052,0.5302015,0.0012101983
589,Test_589,0.023482453,0.45401582,0.516701,0.0058007776
590,Test_590,3.222827e-08,1.09361316e-07,0.99999976,9.691186e-08
591,Test_591,0.0007847821,0.0036807542,0.99546283,7.171855e-05
592,Test_592,0.8967877,0.06563298,0.00027419152,0.037305105
593,Test_593,0.00012098774,0.05532573,0.9412764,0.0032770017
594,Test_594,9.690995e-05,2.5398956e-05,0.9998765,1.2294619e-06
595,Test_595,0.2219603,0.42121428,0.007479828,0.3493456
596,Test_596,0.75650835,0.08533174,0.0012110564,0.15694883
597,Test_597,0.006232243,0.11941764,0.00083794125,0.87351215
598,Test_598,0.17083046,0.6536324,0.15236388,0.023173252
599,Test_599,0.9117554,0.06437405,0.0003821728,0.023488345
600,Test_600,1.0380133e-07,9.348648e-08,0.9999987,1.116095e-06
601,Test_601,0.0029481044,0.11404771,0.00084311404,0.88216114
602,Test_602,0.0039384905,0.11882011,0.0008745463,0.87636685
603,Test_603,0.00517988,0.10127154,0.00069300807,0.89285564
604,Test_604,0.015235456,0.41850257,0.5623916,0.0038704097
605,Test_605,0.904979,0.063380726,0.0002666751,0.03137357
606,Test_606,0.040921185,0.31526583,0.0035235982,0.6402893
607,Test_607,0.047581345,0.24959564,0.0031478163,0.6996752
608,Test_608,0.011262286,0.13602158,0.001096081,0.85162
609,Test_609,0.9146353,0.060987495,0.00017051624,0.024206674
610,Test_610,0.00445708,0.08857235,0.00064715906,0.9063233
611,Test_611,0.9154355,0.06591574,0.0002563468,0.018392371
612,Test_612,0.0016594409,0.36198652,0.6356813,0.00067280285
613,Test_613,0.9190537,0.058307294,0.0001931659,0.022445962
614,Test_614,0.0009150514,0.003918595,0.9951255,4.089251e-05
615,Test_615,1.8979374e-10,2.992417e-08,0.9999819,1.8175939e-05
616,Test_616,0.004074051,0.12174189,0.0008523255,0.8733317
617,Test_617,0.0033866756,0.0731996,0.0005616521,0.92285216
618,Test_618,0.7428174,0.11284965,0.0014922573,0.14284065
619,Test_619,0.20236291,0.58416265,0.18694875,0.026525687
620,Test_620,0.004482068,0.21280566,0.77759135,0.005120872
621,Test_621,0.043079104,0.21031663,0.0032568465,0.7433474
622,Test_622,1.8187606e-07,1.4274089e-07,0.99999905,6.300853e-07
623,Test_623,0.009671344,0.11433346,0.0009661338,0.8750291
624,Test_624,0.0033206812,0.23212326,0.76211894,0.0024371445
625,Test_625,0.90494776,0.06816995,0.0003234542,0.026558802
626,Test_626,6.857964e-05,5.2624524e-05,0.9998779,8.7327817e-07
627,Test_627,0.9131799,0.074370265,0.00037704303,0.012072853
628,Test_628,0.01978719,0.10587073,0.0010238279,0.87331825
629,Test_629,0.8902447,0.06452573,0.00012625469,0.04510323
630,Test_630,0.9008657,0.062006555,0.00013206125,0.036995664
631,Test_631,0.91356057,0.06959274,0.00026019156,0.016586477
632,Test_632,0.9182639,0.06610321,0.0003297049,0.015303144
633,Test_633,0.0005169947,0.05580309,0.941486,0.002193968
634,Test_634,0.004190305,0.09897959,0.0006722094,0.8961579
635,Test_635,0.9103855,0.07245048,0.00037456042,0.01678942
636,Test_636,0.57095104,0.30954602,0.026054092,0.09344883
637,Test_637,0.0024309922,0.21534887,0.78156793,0.0006521746
638,Test_638,0.3254472,0.5290987,0.016084213,0.1293699
639,Test_639,0.0022710096,0.058261268,0.93925744,0.00021032478
640,Test_640,0.50556695,0.4049741,0.03176646,0.057692498
641,Test_641,0.0007082545,0.017521027,0.9817254,4.5333705e-05
642,Test_642,0.003370001,0.13398135,0.0009164648,0.8617322
643,Test_643,0.9094656,0.06389529,0.00028260754,0.026356436
644,Test_644,0.006641834,0.11034977,0.001025208,0.88198316
645,Test_645,0.9147511,0.06343266,0.0002917276,0.021524498
646,Test_646,0.003513632,0.45084715,0.5444278,0.001211374
647,Test_647,0.01467591,0.4954066,0.48620322,0.0037142897
648,Test_648,0.89424175,0.06255423,0.00018101028,0.043023054
649,Test_649,0.009131004,0.39804584,0.59043264,0.0023904757
650,Test_650,0.00027947858,0.0002401477,0.9994697,1.0748701e-05
651,Test_651,0.002180535,0.114059165,0.000672868,0.8830874
652,Test_652,0.056203496,0.4629452,0.47573927,0.005111943
653,Test_653,0.8973502,0.063669875,0.0001770439,0.03880288
654,Test_654,0.008455335,0.38360643,0.60539865,0.002539544
655,Test_655,0.008743054,0.10804811,0.0009852822,0.8822235
656,Test_656,0.019105207,0.1097098,0.0014001074,0.8697849
657,Test_657,0.021010252,0.6181317,0.35659954,0.0042585074
658,Test_658,0.9057269,0.059064064,0.00010015849,0.035108905
659,Test_659,0.05393103,0.8162474,0.10160014,0.028221508
660,Test_660,8.108816e-13,9.230376e-15,1.0,9.361725e-11
661,Test_661,0.005729913,0.10104928,0.0007928841,0.8924279
662,Test_662,0.003609478,0.14440925,0.001027796,0.85095346
663,Test_663,0.0005022855,0.0074735577,0.9919872,3.6898025e-05
664,Test_664,1.4259728e-06,0.00065656804,0.99911433,0.00022760419
665,Test_665,0.4678815,0.17863406,0.0025487046,0.3509357
666,Test_666,0.00042406938,0.0009780836,0.9985782,1.9593552e-05
667,Test_667,0.8940661,0.06380821,0.00019119919,0.041934554
668,Test_668,0.0007702611,0.24978837,0.7489609,0.0004804028
669,Test_669,0.0010406504,0.07938876,0.9194067,0.00016388505
670,Test_670,0.0031798214,0.101199955,0.89519906,0.0004210703
671,Test_671,0.0017400885,0.026746847,0.97136104,0.00015204157
672,Test_672,0.91174257,0.06443985,0.00020604554,0.023611596
673,Test_673,0.020847369,0.46654737,0.5073397,0.0052655083
674,Test_674,0.033196542,0.6949994,0.26447505,0.0073290374
675,Test_675,0.8998871,0.06106814,9.896133e-05,0.038945828
676,Test_676,0.91574824,0.062904686,0.00019814803,0.021149019
677,Test_677,0.002585067,0.08098885,0.00051867473,0.9159075
678,Test_678,0.005065922,0.056324277,0.0003403747,0.93826944
679,Test_679,7.767321e-14,4.0744315e-16,1.0,3.6326777e-12
680,Test_680,0.020156946,0.11380239,0.0010430851,0.86499757
681,Test_681,0.90622365,0.06722739,0.00043023002,0.026118698
682,Test_682,0.89782155,0.07243673,0.00028145828,0.029460296
683,Test_683,0.00213536,0.08575658,0.0004840862,0.9116241
684,Test_684,0.004773857,0.12349555,0.000863791,0.8708669
685,Test_685,0.91434073,0.06629066,0.00023359108,0.019134963
686,Test_686,0.0040769093,0.20994,0.0014295754,0.7845535
687,Test_687,0.9046716,0.059507187,0.00012391494,0.035697334
688,Test_688,0.037133314,0.49691835,0.011210815,0.45473748
689,Test_689,0.6133184,0.16726848,0.0020069222,0.21740623
690,Test_690,0.009182304,0.098872185,0.00079183286,0.8911537
691,Test_691,0.89487666,0.06275888,0.00011882558,0.04224565
692,Test_692,0.00072875735,0.018939374,0.9802403,9.1568094e-05
693,Test_693,0.916327,0.057903998,0.0002198915,0.025549171
694,Test_694,0.0026911106,0.12694825,0.0008264517,0.86953425
695,Test_695,0.9120783,0.066493236,0.0003380541,0.021090304
696,Test_696,0.0027781825,0.16541761,0.8311962,0.0006079583
697,Test_697,0.005609259,0.25835025,0.73460287,0.0014375796
698,Test_698,0.92288274,0.06474028,0.00036489943,0.01201213
699,Test_699,0.0050382046,0.18509375,0.0014707245,0.8083973
700,Test_700,0.0014021965,0.15776719,0.84029794,0.0005325808
701,Test_701,0.008582181,0.118932426,0.00087931845,0.87160605
702,Test_702,0.90201765,0.07017651,0.00031260613,0.027493289
703,Test_703,0.004329841,0.30791023,0.6861131,0.0016467829
704,Test_704,0.00017413322,0.20121239,0.7983806,0.00023291135
705,Test_705,0.0026643744,0.10102605,0.8959061,0.00040343826
706,Test_706,0.89605165,0.061828736,0.00014266113,0.041976903
707,Test_707,0.016969718,0.11786019,0.0010167751,0.8641534
708,Test_708,0.0077279746,0.09190125,0.0008175008,0.8995533
709,Test_709,0.0005259635,0.0033465673,0.99605954,6.787148e-05
710,Test_710,0.0012970673,0.08135353,0.91464716,0.002702243
711,Test_711,0.9123313,0.0571126,0.00018953258,0.03036655
712,Test_712,0.0027720393,0.05871799,0.00044553253,0.9380645
713,Test_713,0.021642746,0.20503668,0.0023898655,0.77093077
714,Test_714,0.0025770867,0.24871586,0.7480097,0.0006972871
715,Test_715,3.141274e-11,2.076632e-07,0.9999579,4.1809293e-05
716,Test_716,0.007561575,0.08465684,0.00067066244,0.9071109
717,Test_717,0.008639704,0.35091728,0.6381842,0.0022589208
718,Test_718,1.6721971e-05,0.0071040504,0.9914063,0.0014729361
719,Test_719,0.0026466327,0.15981485,0.8370628,0.0004756991
720,Test_720,0.8969915,0.061914213,0.00014114764,0.04095308
721,Test_721,0.007529058,0.4733182,0.5170175,0.0021352756
722,Test_722,3.041339e-06,0.00083088037,0.9991611,4.983005e-06
723,Test_723,0.9245136,0.06143332,0.00016248821,0.013890568
724,Test_724,0.0062947567,0.39986086,0.59190106,0.0019432644
725,Test_725,0.008926686,0.081904806,0.00072169024,0.90844685
726,Test_726,0.010029803,0.06756782,0.0006625383,0.92173976
727,Test_727,0.069051154,0.68802977,0.22684248,0.016076569
728,Test_728,0.0015397111,0.2274056,0.77050203,0.00055266125
729,Test_729,0.005932228,0.32741275,0.6650002,0.00165476
730,Test_730,0.015335818,0.9458189,0.028969117,0.0098760715
731,Test_731,0.0010202841,0.03107015,0.9525072,0.015402417
732,Test_732,0.0055565005,0.5535968,0.43896776,0.0018789559
733,Test_733,0.0026848856,0.28737333,0.70875,0.0011917158
734,Test_734,0.8732102,0.0683062,0.00044608928,0.05803753
735,Test_735,0.8791414,0.08141052,0.0006561111,0.038792014
736,Test_736,0.6898918,0.12333572,0.0026823746,0.1840901
737,Test_737,0.88092756,0.08176573,0.00042176782,0.036884908
738,Test_738,0.90068954,0.0617243,0.00012109564,0.037465077
739,Test_739,0.0006106271,0.006107614,0.99323785,4.3964625e-05
740,Test_740,0.31770286,0.21843876,0.004068688,0.45978963
741,Test_741,0.053820632,0.73528814,0.012175487,0.19871573
742,Test_742,0.88621885,0.07391995,0.00036517915,0.03949608
743,Test_743,0.0012592279,0.1150472,0.88336855,0.00032506126
744,Test_744,0.1353909,0.27954918,0.004332359,0.5807275
745,Test_745,0.43589014,0.2116099,0.0029436785,0.34955624
746,Test_746,0.0009829527,0.015131384,0.98374844,0.00013718655
747,Test_747,0.71908414,0.26790297,0.003029918,0.009982914
748,Test_748,0.08343869,0.44264686,0.0060027638,0.46791166
749,Test_749,0.03819409,0.15918298,0.0022370068,0.80038595
750,Test_750,0.007907937,0.1068928,0.00087896886,0.88432026
751,Test_751,0.0041211303,0.5106847,0.48379067,0.0014034865
752,Test_752,0.005335793,0.119159095,0.0009031582,0.874602
753,Test_753,8.793284e-06,6.25386e-05,0.9999286,8.846823e-08
754,Test_754,0.015691599,0.08526485,0.0009576221,0.8980859
755,Test_755,0.8994526,0.06893176,0.00040256762,0.031213008
756,Test_756,0.915574,0.05976527,0.00014509082,0.024515608
757,Test_757,0.020594025,0.32145157,0.0029447437,0.6550097
758,Test_758,0.91569734,0.06321662,0.00017627227,0.020909728
759,Test_759,0.13840948,0.5698443,0.27751815,0.014228063
760,Test_760,0.87509626,0.07430162,0.00042030538,0.05018183
761,Test_761,0.009938191,0.9560164,0.013236188,0.020809287
762,Test_762,0.012411788,0.3077424,0.677253,0.00259277
763,Test_763,0.006907183,0.53581053,0.45507056,0.002211707
764,Test_764,0.9147661,0.05837822,0.00014617445,0.02670954
765,Test_765,0.059880473,0.3433968,0.0041756704,0.5925471
766,Test_766,0.018693982,0.074656494,0.0007767223,0.90587276
767,Test_767,0.8746831,0.08711185,0.0005492186,0.03765581
768,Test_768,0.9132619,0.068184085,0.00029526366,0.018258737
769,Test_769,0.0005419294,0.010721978,0.9886064,0.00012975109
770,Test_770,0.91060907,0.070030235,0.00031490682,0.019045861
771,Test_771,2.1686517e-06,2.9320232e-08,0.99999785,3.9534136e-09
772,Test_772,0.017216818,0.9468429,0.012915613,0.023024648
773,Test_773,7.505299e-05,0.27122885,0.728539,0.00015706228
774,Test_774,0.038788997,0.21017596,0.0020697152,0.7489653
775,Test_775,0.0016150597,0.3609844,0.6367863,0.0006142563
776,Test_776,0.92315316,0.05694073,9.150383e-05,0.019814605
777,Test_777,0.90910065,0.06336509,0.00023203476,0.027302269
778,Test_778,0.0027083347,0.875856,0.031369902,0.090065785
779,Test_779,0.033105824,0.41288295,0.0038216459,0.55018955
780,Test_780,0.9247367,0.057196245,0.00017499049,0.01789208
781,Test_781,0.8846653,0.06935728,0.00014875595,0.045828693
782,Test_782,0.0073312186,0.43256238,0.55801916,0.0020872285
783,Test_783,3.886991e-06,1.7137579e-06,0.9999944,2.635664e-08
784,Test_784,0.008295676,0.52688307,0.462418,0.0024032649
785,Test_785,0.89556485,0.062466945,0.000109209075,0.041859
786,Test_786,0.027399337,0.35886198,0.60732543,0.0064132037
787,Test_787,0.0138908485,0.4553176,0.52756387,0.0032277573
788,Test_788,0.3049628,0.20406811,0.0038903158,0.4870788
789,Test_789,0.0013423736,0.023947226,0.97462,9.0441295e-05
790,Test_790,0.06996765,0.78819185,0.12527004,0.016570464
791,Test_791,0.83893645,0.0871219,0.000901528,0.07304015
792,Test_792,0.0035789835,0.21227181,0.7829743,0.0011749767
793,Test_793,0.00029377043,0.013678152,0.98598146,4.6629924e-05
794,Test_794,0.11546281,0.61159,0.25669754,0.016249666
795,Test_795,0.0043486757,0.104762636,0.0007256859,0.89016294
796,Test_796,0.0018290238,0.12940903,0.86843926,0.00032273136
797,Test_797,0.9145858,0.067269176,0.00022211393,0.017922858
798,Test_798,0.004159222,0.153515,0.84074783,0.0015779069
799,Test_799,0.0068563684,0.5073556,0.4837193,0.0020687375
800,Test_800,0.0036917278,0.22596338,0.76934624,0.0009986684
801,Test_801,2.2306585e-05,0.0006097281,0.9991467,0.00022127836
802,Test_802,0.00019980072,0.00031464017,0.99947983,5.6810877e-06
803,Test_803,0.66868746,0.14475095,0.0026080876,0.18395351
804,Test_804,0.0036889638,0.14406945,0.8516164,0.0006251803
805,Test_805,0.006811046,0.36516783,0.6257348,0.0022862859
806,Test_806,0.6887502,0.2073342,0.00865827,0.0952573
807,Test_807,0.14403969,0.48826957,0.35208708,0.015603662
808,Test_808,0.90593684,0.06175839,0.00020762348,0.032097165
809,Test_809,0.9120698,0.07187795,0.00016309593,0.015889214
810,Test_810,5.288471e-09,7.0890266e-08,0.9999988,1.1153078e-06
811,Test_811,0.90495324,0.059479903,0.00013078634,0.03543616
812,Test_812,0.0031696123,0.25801432,0.7377628,0.0010532872
813,Test_813,0.9230131,0.05931265,0.00012558064,0.017548693
814,Test_814,0.003101665,0.08715069,0.0005528311,0.90919477
815,Test_815,0.008823737,0.03347428,0.00032688913,0.9573751
816,Test_816,0.036100518,0.619449,0.33144134,0.013009169
817,Test_817,0.0022686005,0.18729027,0.8098574,0.00058365974
818,Test_818,0.91157615,0.070658244,0.00031026424,0.017455392
819,Test_819,0.0028190068,0.13146447,0.8651334,0.0005831044
820,Test_820,0.9217438,0.06708382,0.0001568712,0.011015397
821,Test_821,0.006581311,0.117641635,0.00088219106,0.87489486
822,Test_822,0.8841344,0.06862682,0.0004991152,0.046739604
823,Test_823,0.91522247,0.06861032,0.00018226172,0.015984962
824,Test_824,0.89217275,0.066078,0.00031969618,0.041429568
825,Test_825,0.0005449786,0.004416038,0.9950159,2.3077086e-05
826,Test_826,0.00015033607,0.043250076,0.9562553,0.00034421
827,Test_827,0.013451542,0.29895714,0.6842248,0.0033665376
828,Test_828,0.0007018016,0.028771449,0.97040796,0.00011881693
829,Test_829,0.018100407,0.07749654,0.00092633156,0.9034767
830,Test_830,0.00018214625,0.04097656,0.95881784,2.3478558e-05
831,Test_831,0.0003325452,0.0032390372,0.9963959,3.253892e-05
832,Test_832,0.8882316,0.06501544,0.00018511486,0.04656789
833,Test_833,0.003507181,0.4380626,0.46115497,0.09727525
834,Test_834,0.012394517,0.39204535,0.59256005,0.0030001584
835,Test_835,5.821542e-05,0.010700534,0.98700804,0.0022332284
836,Test_836,0.79826874,0.17437911,0.0059004687,0.021451702
837,Test_837,0.8179881,0.14285794,0.001415147,0.03773879
838,Test_838,0.7015059,0.21337956,0.0025416843,0.08257289
839,Test_839,0.0002383175,0.015960746,0.9815105,0.0022904733
840,Test_840,6.109106e-05,0.00031883203,0.99938595,0.00023404618
841,Test_841,0.0021665788,0.07753782,0.00043517037,0.9198604
842,Test_842,0.90695244,0.05965666,0.00015596184,0.033234954
843,Test_843,8.890893e-05,0.000535837,0.99937373,1.5120053e-06
844,Test_844,0.3298918,0.12630099,0.002616158,0.54119104
845,Test_845,0.0016169474,0.32968515,0.668011,0.0006868403
846,Test_846,0.17596827,0.7779912,0.014671336,0.031369254
847,Test_847,0.004816622,0.24508041,0.74874943,0.0013535677
848,Test_848,0.007201901,0.45338902,0.5370247,0.002384446
849,Test_849,0.061580833,0.4506541,0.005367008,0.482398
850,Test_850,0.001022078,0.2571062,0.7415325,0.00033915087
851,Test_851,0.9246424,0.064469226,0.00017064284,0.010717837
852,Test_852,0.00022541985,0.012671635,0.98463064,0.0024723269
853,Test_853,0.0013006965,0.04143083,0.9569691,0.00029946506
854,Test_854,0.0053985156,0.083603695,0.00054106995,0.9104568
855,Test_855,0.43145546,0.46178982,0.0029683067,0.10378638
856,Test_856,0.90440434,0.06859197,0.00017311657,0.026830625
857,Test_857,0.0017269356,0.4015371,0.5943244,0.0024115553
